sample_index,image_id,relative_path,target_class_id,target_class_name,openai_clip_category,eva02_clip_category,openai_clip_baseline_top1_class_id,openai_clip_baseline_top1_class_name,openai_clip_fudd_top1_class_id,openai_clip_fudd_top1_class_name,openai_clip_baseline_target_rank,openai_clip_fudd_target_rank,eva02_clip_baseline_top1_class_id,eva02_clip_baseline_top1_class_name,eva02_clip_fudd_top1_class_id,eva02_clip_fudd_top1_class_name,eva02_clip_baseline_target_rank,eva02_clip_fudd_target_rank
1573,3257,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0014_39037.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1574,3258,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0052_39044.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1575,3259,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0059_39045.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1576,3261,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0103_39580.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1577,3264,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0117_39601.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1578,3267,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0033_39290.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1579,3269,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0004_39143.jpg,56,Rose-breasted Grosbeak,both_wrong,both_correct,33,Gray-crowned-Rosy Finch,33,Gray-crowned-Rosy Finch,3,4,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1580,3273,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0055_39154.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1581,3276,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0040_39689.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1582,3280,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0026_39191.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1583,3282,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0128_39204.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1584,3284,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0089_39211.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1585,3285,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0018_39731.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1586,3287,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0003_39223.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1587,3290,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0010_39238.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1588,3291,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0025_39252.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1589,3292,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0069_39254.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1590,3294,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0032_39772.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1591,3295,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0016_39265.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1592,3296,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0028_39271.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1593,3298,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0060_39279.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1594,3299,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0087_39280.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1595,3301,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0122_39284.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1596,3302,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0051_39798.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1597,3305,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0126_39361.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1598,3307,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0110_39373.jpg,56,Rose-breasted Grosbeak,both_correct,both_correct,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1,56,Rose-breasted Grosbeak,56,Rose-breasted Grosbeak,1,1
1599,3312,058.Pigeon_Guillemot/Pigeon_Guillemot_0012_40236.jpg,57,Pigeon Guillemot,both_correct,both_correct,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1600,3313,058.Pigeon_Guillemot/Pigeon_Guillemot_0062_39853.jpg,57,Pigeon Guillemot,both_correct,both_correct,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1601,3315,058.Pigeon_Guillemot/Pigeon_Guillemot_0071_40216.jpg,57,Pigeon Guillemot,both_wrong,both_wrong,7,Rhinoceros Auklet,6,Parakeet Auklet,,,5,Least Auklet,5,Least Auklet,,
1602,3317,058.Pigeon_Guillemot/Pigeon_Guillemot_0009_40218.jpg,57,Pigeon Guillemot,both_correct,both_correct,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1603,3318,058.Pigeon_Guillemot/Pigeon_Guillemot_0015_40232.jpg,57,Pigeon Guillemot,both_correct,both_correct,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1604,3319,058.Pigeon_Guillemot/Pigeon_Guillemot_0108_40235.jpg,57,Pigeon Guillemot,both_wrong,both_correct,5,Least Auklet,5,Least Auklet,4,3,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1605,3321,058.Pigeon_Guillemot/Pigeon_Guillemot_0003_39986.jpg,57,Pigeon Guillemot,both_correct,both_correct,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1606,3322,058.Pigeon_Guillemot/Pigeon_Guillemot_0096_39995.jpg,57,Pigeon Guillemot,both_correct,both_correct,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1607,3323,058.Pigeon_Guillemot/Pigeon_Guillemot_0013_40253.jpg,57,Pigeon Guillemot,both_wrong,both_wrong,5,Least Auklet,5,Least Auklet,4,3,5,Least Auklet,5,Least Auklet,4,2
1608,3326,058.Pigeon_Guillemot/Pigeon_Guillemot_0089_40008.jpg,57,Pigeon Guillemot,both_wrong,recovered,5,Least Auklet,5,Least Auklet,2,2,4,Crested Auklet,57,Pigeon Guillemot,4,1
1609,3327,058.Pigeon_Guillemot/Pigeon_Guillemot_0040_40270.jpg,57,Pigeon Guillemot,both_correct,both_correct,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1610,3328,058.Pigeon_Guillemot/Pigeon_Guillemot_0023_39829.jpg,57,Pigeon Guillemot,both_correct,both_correct,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1611,3329,058.Pigeon_Guillemot/Pigeon_Guillemot_0042_40281.jpg,57,Pigeon Guillemot,both_correct,both_correct,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1612,3330,058.Pigeon_Guillemot/Pigeon_Guillemot_0082_40290.jpg,57,Pigeon Guillemot,both_correct,both_correct,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1613,3331,058.Pigeon_Guillemot/Pigeon_Guillemot_0038_40035.jpg,57,Pigeon Guillemot,both_correct,both_correct,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1614,3342,058.Pigeon_Guillemot/Pigeon_Guillemot_0030_40089.jpg,57,Pigeon Guillemot,both_wrong,both_wrong,4,Crested Auklet,4,Crested Auklet,4,5,4,Crested Auklet,5,Least Auklet,4,4
1615,3344,058.Pigeon_Guillemot/Pigeon_Guillemot_0043_39861.jpg,57,Pigeon Guillemot,both_wrong,both_correct,88,Hooded Merganser,88,Hooded Merganser,2,2,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1616,3350,058.Pigeon_Guillemot/Pigeon_Guillemot_0109_39872.jpg,57,Pigeon Guillemot,both_correct,both_correct,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1617,3351,058.Pigeon_Guillemot/Pigeon_Guillemot_0057_40130.jpg,57,Pigeon Guillemot,both_correct,both_correct,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1618,3353,058.Pigeon_Guillemot/Pigeon_Guillemot_0079_40389.jpg,57,Pigeon Guillemot,both_correct,both_correct,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1619,3354,058.Pigeon_Guillemot/Pigeon_Guillemot_0052_40137.jpg,57,Pigeon Guillemot,both_correct,both_correct,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1620,3356,058.Pigeon_Guillemot/Pigeon_Guillemot_0029_39889.jpg,57,Pigeon Guillemot,both_correct,both_correct,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1621,3357,058.Pigeon_Guillemot/Pigeon_Guillemot_0037_40149.jpg,57,Pigeon Guillemot,both_correct,both_correct,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1622,3358,058.Pigeon_Guillemot/Pigeon_Guillemot_0007_40313.jpg,57,Pigeon Guillemot,both_correct,both_correct,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1623,3359,058.Pigeon_Guillemot/Pigeon_Guillemot_0087_39897.jpg,57,Pigeon Guillemot,both_correct,both_correct,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1624,3361,058.Pigeon_Guillemot/Pigeon_Guillemot_0075_40159.jpg,57,Pigeon Guillemot,both_correct,both_correct,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1625,3364,058.Pigeon_Guillemot/Pigeon_Guillemot_0100_40179.jpg,57,Pigeon Guillemot,both_correct,both_correct,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1626,3367,058.Pigeon_Guillemot/Pigeon_Guillemot_0011_39935.jpg,57,Pigeon Guillemot,both_correct,both_correct,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1,57,Pigeon Guillemot,57,Pigeon Guillemot,1,1
1627,3368,059.California_Gull/California_Gull_0131_40963.jpg,58,California Gull,recovered,both_wrong,64,Slaty-backed Gull,58,California Gull,5,1,63,Ring-billed Gull,63,Ring-billed Gull,2,2
1628,3370,059.California_Gull/California_Gull_0067_40973.jpg,58,California Gull,both_correct,both_correct,58,California Gull,58,California Gull,1,1,58,California Gull,58,California Gull,1,1
1629,3372,059.California_Gull/California_Gull_0102_40986.jpg,58,California Gull,recovered,recovered,63,Ring-billed Gull,58,California Gull,2,1,63,Ring-billed Gull,58,California Gull,2,1
1630,3376,059.California_Gull/California_Gull_0039_41034.jpg,58,California Gull,recovered,both_correct,64,Slaty-backed Gull,58,California Gull,2,1,58,California Gull,58,California Gull,1,1
1631,3377,059.California_Gull/California_Gull_0034_41548.jpg,58,California Gull,both_correct,both_correct,58,California Gull,58,California Gull,1,1,58,California Gull,58,California Gull,1,1
1632,3378,059.California_Gull/California_Gull_0078_41550.jpg,58,California Gull,both_correct,both_correct,58,California Gull,58,California Gull,1,1,58,California Gull,58,California Gull,1,1
1633,3379,059.California_Gull/California_Gull_0086_41040.jpg,58,California Gull,both_correct,both_correct,58,California Gull,58,California Gull,1,1,58,California Gull,58,California Gull,1,1
1634,3383,059.California_Gull/California_Gull_0110_41063.jpg,58,California Gull,both_correct,both_correct,58,California Gull,58,California Gull,1,1,58,California Gull,58,California Gull,1,1
1635,3384,059.California_Gull/California_Gull_0037_41066.jpg,58,California Gull,both_wrong,both_wrong,64,Slaty-backed Gull,65,Western Gull,7,2,64,Slaty-backed Gull,64,Slaty-backed Gull,6,4
1636,3386,059.California_Gull/California_Gull_0027_41083.jpg,58,California Gull,recovered,both_correct,64,Slaty-backed Gull,58,California Gull,2,1,58,California Gull,58,California Gull,1,1
1637,3390,059.California_Gull/California_Gull_0048_41121.jpg,58,California Gull,recovered,recovered,64,Slaty-backed Gull,58,California Gull,2,1,64,Slaty-backed Gull,58,California Gull,2,1
1638,3391,059.California_Gull/California_Gull_0101_41140.jpg,58,California Gull,both_correct,both_correct,58,California Gull,58,California Gull,1,1,58,California Gull,58,California Gull,1,1
1639,3393,059.California_Gull/California_Gull_0028_40666.jpg,58,California Gull,recovered,recovered,63,Ring-billed Gull,58,California Gull,2,1,63,Ring-billed Gull,58,California Gull,3,1
1640,3399,059.California_Gull/California_Gull_0089_40716.jpg,58,California Gull,recovered,recovered,64,Slaty-backed Gull,58,California Gull,2,1,64,Slaty-backed Gull,58,California Gull,2,1
1641,3400,059.California_Gull/California_Gull_0010_40735.jpg,58,California Gull,recovered,recovered,63,Ring-billed Gull,58,California Gull,2,1,63,Ring-billed Gull,58,California Gull,2,1
1642,3403,059.California_Gull/California_Gull_0117_41292.jpg,58,California Gull,recovered,both_wrong,64,Slaty-backed Gull,58,California Gull,3,1,64,Slaty-backed Gull,64,Slaty-backed Gull,3,2
1643,3404,059.California_Gull/California_Gull_0088_41296.jpg,58,California Gull,both_correct,both_correct,58,California Gull,58,California Gull,1,1,58,California Gull,58,California Gull,1,1
1644,3406,059.California_Gull/California_Gull_0001_40786.jpg,58,California Gull,recovered,both_correct,64,Slaty-backed Gull,58,California Gull,2,1,58,California Gull,58,California Gull,1,1
1645,3408,059.California_Gull/California_Gull_0081_41318.jpg,58,California Gull,both_correct,both_wrong,58,California Gull,58,California Gull,1,1,64,Slaty-backed Gull,64,Slaty-backed Gull,2,3
1646,3409,059.California_Gull/California_Gull_0091_41276.jpg,58,California Gull,both_correct,both_wrong,58,California Gull,58,California Gull,1,1,64,Slaty-backed Gull,64,Slaty-backed Gull,2,3
1647,3410,059.California_Gull/California_Gull_0043_41326.jpg,58,California Gull,recovered,both_wrong,64,Slaty-backed Gull,58,California Gull,3,1,64,Slaty-backed Gull,64,Slaty-backed Gull,3,3
1648,3411,059.California_Gull/California_Gull_0123_41330.jpg,58,California Gull,both_correct,recovered,58,California Gull,58,California Gull,1,1,64,Slaty-backed Gull,58,California Gull,2,1
1649,3413,059.California_Gull/California_Gull_0132_40836.jpg,58,California Gull,recovered,both_correct,60,Heermann Gull,58,California Gull,3,1,58,California Gull,58,California Gull,1,1
1650,3414,059.California_Gull/California_Gull_0030_41354.jpg,58,California Gull,both_correct,both_wrong,58,California Gull,58,California Gull,1,1,64,Slaty-backed Gull,65,Western Gull,3,3
1651,3416,059.California_Gull/California_Gull_0058_40858.jpg,58,California Gull,both_correct,both_correct,58,California Gull,58,California Gull,1,1,58,California Gull,58,California Gull,1,1
1652,3417,059.California_Gull/California_Gull_0038_40865.jpg,58,California Gull,both_wrong,both_wrong,64,Slaty-backed Gull,65,Western Gull,5,3,64,Slaty-backed Gull,64,Slaty-backed Gull,2,2
1653,3418,059.California_Gull/California_Gull_0054_40871.jpg,58,California Gull,both_correct,both_correct,58,California Gull,58,California Gull,1,1,58,California Gull,58,California Gull,1,1
1654,3419,059.California_Gull/California_Gull_0026_41386.jpg,58,California Gull,both_correct,both_correct,58,California Gull,58,California Gull,1,1,58,California Gull,58,California Gull,1,1
1655,3420,059.California_Gull/California_Gull_0014_40880.jpg,58,California Gull,recovered,recovered,60,Heermann Gull,58,California Gull,2,1,63,Ring-billed Gull,58,California Gull,3,1
1656,3421,059.California_Gull/California_Gull_0087_40909.jpg,58,California Gull,both_wrong,both_wrong,64,Slaty-backed Gull,64,Slaty-backed Gull,3,2,64,Slaty-backed Gull,64,Slaty-backed Gull,2,2
1657,3428,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0136_45059.jpg,59,Glaucous-winged Gull,both_wrong,both_wrong,64,Slaty-backed Gull,64,Slaty-backed Gull,5,4,61,Herring Gull,61,Herring Gull,3,2
1658,3432,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0007_44575.jpg,59,Glaucous-winged Gull,both_wrong,degraded,65,Western Gull,65,Western Gull,3,4,59,Glaucous-winged Gull,58,California Gull,1,3
1659,3433,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0035_44576.jpg,59,Glaucous-winged Gull,both_wrong,both_correct,60,Heermann Gull,61,Herring Gull,4,6,59,Glaucous-winged Gull,59,Glaucous-winged Gull,1,1
1660,3434,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0118_2081.jpg,59,Glaucous-winged Gull,both_wrong,both_wrong,6,Parakeet Auklet,6,Parakeet Auklet,5,5,5,Least Auklet,5,Least Auklet,6,7
1661,3436,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0102_44579.jpg,59,Glaucous-winged Gull,both_wrong,both_wrong,64,Slaty-backed Gull,64,Slaty-backed Gull,2,4,64,Slaty-backed Gull,64,Slaty-backed Gull,4,4
1662,3442,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0112_44731.jpg,59,Glaucous-winged Gull,degraded,both_correct,59,Glaucous-winged Gull,58,California Gull,1,3,59,Glaucous-winged Gull,59,Glaucous-winged Gull,1,1
1663,3444,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0056_44658.jpg,59,Glaucous-winged Gull,both_wrong,both_wrong,65,Western Gull,58,California Gull,7,6,61,Herring Gull,61,Herring Gull,2,2
1664,3445,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0124_44663.jpg,59,Glaucous-winged Gull,both_wrong,both_wrong,58,California Gull,58,California Gull,4,5,61,Herring Gull,61,Herring Gull,2,2
1665,3446,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0066_44669.jpg,59,Glaucous-winged Gull,both_wrong,both_wrong,63,Ring-billed Gull,61,Herring Gull,2,6,58,California Gull,58,California Gull,6,4
1666,3448,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0094_44696.jpg,59,Glaucous-winged Gull,both_wrong,degraded,58,California Gull,58,California Gull,3,4,59,Glaucous-winged Gull,61,Herring Gull,1,2
1667,3449,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0130_45210.jpg,59,Glaucous-winged Gull,both_wrong,both_wrong,64,Slaty-backed Gull,58,California Gull,4,6,58,California Gull,58,California Gull,4,3
1668,3450,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0015_44198.jpg,59,Glaucous-winged Gull,both_wrong,both_wrong,64,Slaty-backed Gull,64,Slaty-backed Gull,5,7,64,Slaty-backed Gull,64,Slaty-backed Gull,3,4
1669,3452,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0017_45224.jpg,59,Glaucous-winged Gull,both_wrong,degraded,64,Slaty-backed Gull,58,California Gull,2,3,59,Glaucous-winged Gull,58,California Gull,1,2
1670,3453,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0101_44718.jpg,59,Glaucous-winged Gull,both_wrong,both_wrong,64,Slaty-backed Gull,58,California Gull,3,5,64,Slaty-backed Gull,64,Slaty-backed Gull,2,2
1671,3454,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0038_44719.jpg,59,Glaucous-winged Gull,both_wrong,both_wrong,64,Slaty-backed Gull,64,Slaty-backed Gull,4,6,61,Herring Gull,61,Herring Gull,2,2
1672,3455,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0116_45236.jpg,59,Glaucous-winged Gull,both_wrong,both_wrong,64,Slaty-backed Gull,58,California Gull,6,6,61,Herring Gull,58,California Gull,5,5
1673,3457,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0022_44733.jpg,59,Glaucous-winged Gull,both_wrong,both_wrong,58,California Gull,58,California Gull,5,6,61,Herring Gull,58,California Gull,3,3
1674,3461,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0076_44744.jpg,59,Glaucous-winged Gull,both_correct,both_wrong,59,Glaucous-winged Gull,59,Glaucous-winged Gull,1,1,61,Herring Gull,61,Herring Gull,2,2
1675,3465,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0084_44775.jpg,59,Glaucous-winged Gull,both_wrong,both_wrong,64,Slaty-backed Gull,58,California Gull,6,6,64,Slaty-backed Gull,64,Slaty-backed Gull,2,4
1676,3469,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0117_44298.jpg,59,Glaucous-winged Gull,both_wrong,both_correct,64,Slaty-backed Gull,64,Slaty-backed Gull,2,3,59,Glaucous-winged Gull,59,Glaucous-winged Gull,1,1
1677,3470,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0011_44827.jpg,59,Glaucous-winged Gull,degraded,degraded,59,Glaucous-winged Gull,58,California Gull,1,3,59,Glaucous-winged Gull,58,California Gull,1,2
1678,3472,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0090_44836.jpg,59,Glaucous-winged Gull,both_wrong,both_wrong,64,Slaty-backed Gull,61,Herring Gull,3,5,61,Herring Gull,61,Herring Gull,4,5
1679,3474,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0061_44852.jpg,59,Glaucous-winged Gull,both_wrong,both_wrong,58,California Gull,58,California Gull,5,6,61,Herring Gull,61,Herring Gull,2,2
1680,3475,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0111_44856.jpg,59,Glaucous-winged Gull,degraded,degraded,59,Glaucous-winged Gull,58,California Gull,1,2,59,Glaucous-winged Gull,58,California Gull,1,2
1681,3477,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0004_44361.jpg,59,Glaucous-winged Gull,both_wrong,degraded,60,Heermann Gull,61,Herring Gull,3,4,59,Glaucous-winged Gull,61,Herring Gull,1,2
1682,3478,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0053_44881.jpg,59,Glaucous-winged Gull,both_wrong,both_correct,64,Slaty-backed Gull,58,California Gull,3,5,59,Glaucous-winged Gull,59,Glaucous-winged Gull,1,1
1683,3480,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0013_44381.jpg,59,Glaucous-winged Gull,both_wrong,both_correct,64,Slaty-backed Gull,58,California Gull,4,4,59,Glaucous-winged Gull,59,Glaucous-winged Gull,1,1
1684,3483,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0075_44455.jpg,59,Glaucous-winged Gull,both_wrong,both_wrong,64,Slaty-backed Gull,65,Western Gull,4,5,61,Herring Gull,61,Herring Gull,2,3
1685,3485,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0082_44528.jpg,59,Glaucous-winged Gull,both_wrong,both_wrong,64,Slaty-backed Gull,61,Herring Gull,3,5,61,Herring Gull,61,Herring Gull,2,3
1686,3487,061.Heermann_Gull/Heermann_Gull_0093_45576.jpg,60,Heermann Gull,both_wrong,both_wrong,64,Slaty-backed Gull,58,California Gull,6,5,64,Slaty-backed Gull,58,California Gull,5,5
1687,3489,061.Heermann_Gull/Heermann_Gull_0018_45608.jpg,60,Heermann Gull,both_wrong,both_wrong,58,California Gull,58,California Gull,4,2,64,Slaty-backed Gull,64,Slaty-backed Gull,3,3
